Amplification Plots		
		
A1, Repl. 1, 01_3E4_3uL_  Qty or , FAM	Cycles	Fluorescence (dRn)
	21	0.00323
	22	-0.00046
	23	0.00386
	24	0.00752
	25	0.00566
	26	0.00518
	27	0.00368
	28	0.00153
	29	-0.00013
	30	0.00242
	31	0.00033
	32	-0.00089
	33	0.00143
	34	0.00011
	35	-0.00181
	36	-0.00506
	37	-0.0019
	38	0.00157
	39	0.0009
	40	0.00194
	41	0.00372
	42	0.00425
	43	0.00095
	44	-0.00479
	45	-0.00576
	46	-0.00295
	47	-0.00291
	48	-0.00308
	49	-0.0014
	50	-0.00064
G5, Repl. 15, 15_FNE007_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.03126
	2	0.02092
	3	0.01385
	4	0.00882
	5	0.00906
	6	0.00529
	7	-0.0015
	8	-0.00421
	9	-0.00077
	10	0.00311
	11	0.00163
	12	0.00476
	13	0.00819
	14	0.00272
	15	0.00302
	16	0.00817
	17	0.00582
	18	0.00302
	19	0.00211
	20	0.00432
	21	0.00412
	22	-0.00183
	23	-0.00377
	24	-0.00473
	25	-0.00253
	26	-0.00737
	27	-0.01105
	28	-0.00825
	29	-0.00977
	30	-0.00611
	31	-0.00427
	32	-0.00216
	33	0.00029
	34	-0.00066
	35	-0.00108
	36	-0.00553
	37	-0.00696
	38	-0.00293
	39	0.001
	40	0.00278
	41	0.00187
	42	0.00382
	43	0.00065
	44	0.00115
	45	0.00451
	46	0.00237
	47	0.00146
	48	0.00047
	49	0.00473
	50	0.00938
G6, Repl. 15, 15_FNE007_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01523
	2	0.00846
	3	0.00579
	4	0.0016
	5	-0.00104
	6	-0.00265
	7	-0.00773
	8	-0.00904
	9	-0.00356
	10	0.00041
	11	-0.00051
	12	0.00021
	13	-0.00149
	14	-0.00602
	15	-0.00077
	16	0.0082
	17	0.00705
	18	0.00374
	19	0.00343
	20	0.00438
	21	0.00244
	22	-0.00133
	23	-0.00222
	24	-0.0034
	25	-0.00188
	26	-0.00058
	27	0.00049
	28	0.00197
	29	0.00241
	30	0.00624
	31	0.00471
	32	0.00249
	33	0.00289
	34	0.00204
	35	0.00175
	36	-0.00268
	37	-0.00181
	38	0.00202
	39	0.00104
	40	0.00066
	41	0.00215
	42	0.00494
	43	0.00241
	44	0.00056
	45	-0.00194
	46	-0.0071
	47	-0.00637
	48	-0.00595
	49	-0.00399
	50	-0.00024
G7, Repl. 15, 15_FNE007_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.03314
	2	0.02301
	3	0.01746
	4	0.01194
	5	0.00857
	6	0.00435
	7	-0.00138
	8	-0.00128
	9	0.00352
	10	0.00195
	11	-0.00317
	12	-0.00187
	13	-0.00198
	14	-0.00653
	15	-0.00321
	16	0.00152
	17	-0.00448
	18	-0.00799
	19	-0.00678
	20	-0.00455
	21	-0.00485
	22	-0.0096
	23	-0.00666
	24	-0.00071
	25	0.0063
	26	0.01197
	27	0.00904
	28	0.00642
	29	0.00667
	30	0.01072
	31	0.01127
	32	0.0073
	33	0.00755
	34	0.00509
	35	0.00316
	36	0.00005
	37	-0.00318
	38	-0.00257
	39	-0.00076
	40	0.00244
	41	0.00284
	42	0.00106
	43	-0.00451
	44	-0.00457
	45	-0.00251
	46	-0.00359
	47	-0.00273
	48	-0.00478
	49	-0.0051
	50	-0.00389
G8, Repl. 15, 15_FNE007_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0149
	2	0.00909
	3	0.00352
	4	-0.00162
	5	-0.00176
	6	-0.00422
	7	-0.00868
	8	-0.00721
	9	-0.00424
	10	-0.00324
	11	-0.00411
	12	-0.00278
	13	-0.00109
	14	-0.00395
	15	-0.00112
	16	0.00408
	17	-0.00063
	18	-0.00286
	19	0.0012
	20	0.00533
	21	0.00637
	22	0.0031
	23	0.00379
	24	0.00675
	25	0.00802
	26	0.00498
	27	0.00437
	28	0.0043
	29	0.00166
	30	0.00626
	31	0.00747
	32	0.00576
	33	0.00303
	34	-0.00079
	35	-0.00092
	36	-0.00454
	37	-0.00513
	38	-0.0033
	39	-0.00228
	40	0.00186
	41	0.00285
	42	0.00071
	43	-0.00354
	44	-0.00373
	45	-0.00318
	46	-0.00497
	47	-0.00479
	48	-0.00424
	49	-0.00152
	50	0.00092
G9, Repl. 15, 15_FNE007_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00203
	2	-0.01052
	3	-0.01437
	4	-0.0126
	5	-0.00864
	6	-0.00877
	7	-0.00794
	8	-0.00498
	9	-0.00236
	10	-0.00021
	11	0.00013
	12	0.00184
	13	0.00313
	14	0.00258
	15	0.00612
	16	0.00826
	17	0.00327
	18	0.00276
	19	0.00616
	20	0.00987
	21	0.01008
	22	0.00815
	23	0.00851
	24	0.00449
	25	0.00487
	26	0.00407
	27	0.00066
	28	0.00025
	29	-0.00073
	30	0.00308
	31	0.00614
	32	0.00644
	33	0.00295
	34	-0.00208
	35	-0.00214
	36	-0.00185
	37	-0.0021
	38	-0.00005
	39	0.00085
	40	0.00101
	41	-0.00005
	42	-0.00074
	43	-0.0012
	44	-0.00128
	45	-0.00296
	46	-0.00761
	47	-0.00866
	48	-0.00728
	49	-0.00469
	50	-0.00239
H4, Repl. 16, 16_FNE008_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0213
	2	0.01023
	3	0.00262
	4	0.00202
	5	0.00577
	6	0.0051
	7	-0.00213
	8	-0.00246
	9	0.00331
	10	0.00258
	11	0.0013
	12	-0.00004
	13	-0.00089
	14	-0.00255
	15	-0.00465
	16	-0.00094
	17	0.00091
	18	-0.00177
	19	-0.00359
	20	-0.00276
	21	-0.00244
	22	-0.0053
	23	-0.00405
	24	-0.00016
	25	0.00157
	26	-0.00064
	27	-0.00103
	28	-0.00163
	29	-0.00139
	30	0.00458
	31	0.00476
	32	0.003
	33	0.00195
	34	-0.0011
	35	-0.00208
	36	-0.0008
	37	-0.00135
	38	-0.00273
	39	-0.00249
	40	-0.00238
	41	-0.00244
	42	0.0007
	43	0.00442
	44	0.0035
	45	-0.00096
	46	-0.00175
	47	0.00167
	48	0.00304
	49	0.00218
	50	0.00153
H5, Repl. 16, 16_FNE008_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01263
	2	0.00458
	3	0.00037
	4	-0.00065
	5	-0.00081
	6	-0.00433
	7	-0.00898
	8	-0.01209
	9	-0.00991
	10	-0.00771
	11	-0.00652
	12	-0.00401
	13	-0.00243
	14	-0.003
	15	-0.00253
	16	0.00115
	17	0.00247
	18	0.00233
	19	0.00172
	20	0.00047
	21	0.0021
	22	0.00362
	23	0.00553
	24	0.00804
	25	0.00698
	26	0.00745
	27	0.01113
	28	0.01035
	29	0.00785
	30	0.0101
	31	0.00856
	32	0.00563
	33	0.00594
	34	0.00305
	35	0.00159
	36	0.00655
	37	0.0049
	38	-0.00221
	39	-0.00196
	40	-0.00233
	41	-0.00383
	42	-0.00513
	43	-0.0027
	44	0.00054
	45	-0.00642
	46	-0.01084
	47	-0.00756
	48	-0.00576
	49	-0.00613
	50	-0.00601
H6, Repl. 16, 16_FNE008_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.02244
	2	0.01065
	3	0.00206
	4	0.00048
	5	0.00485
	6	0.0048
	7	0.00184
	8	-0.00127
	9	-0.00048
	10	-0.0006
	11	-0.00169
	12	-0.0016
	13	-0.00286
	14	-0.00527
	15	-0.0046
	16	0.00278
	17	0.00201
	18	-0.00259
	19	-0.00621
	20	-0.00592
	21	-0.00326
	22	-0.00312
	23	-0.00059
	24	0.00081
	25	0.00231
	26	0.00349
	27	0.0041
	28	0.00286
	29	0.00216
	30	0.00532
	31	0.0038
	32	0.00355
	33	0.00511
	34	0.00258
	35	0.00092
	36	0.00124
	37	0.0015
	38	-0.00214
	39	-0.00505
	40	-0.00558
	41	-0.0002
	42	0.00363
	43	0.00256
	44	0.00149
	45	-0.00099
	46	-0.00323
	47	-0.00572
	48	-0.00341
	49	0.00024
	50	0.00243
H7, Repl. 16, 16_FNE008_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01448
	2	0.00091
	3	-0.0043
	4	-0.00391
	5	0.00095
	6	-0.00165
	7	-0.00524
	8	-0.00126
	9	0.0036
	10	0.00619
	11	0.00416
	12	0.00162
	13	-0.0003
	14	-0.0013
	15	0.0033
	16	0.00487
	17	0.00151
	18	0.00343
	19	0.00696
	20	0.00623
	21	0.0047
	22	0.00513
	23	0.00579
	24	0.00171
	25	-0.00207
	26	-0.00344
	27	-0.00429
	28	-0.00754
	29	-0.00936
	30	-0.00561
	31	-0.00259
	32	-0.00299
	33	-0.00524
	34	-0.00519
	35	-0.00659
	36	-0.00695
	37	-0.00494
	38	-0.0074
	39	-0.00742
	40	-0.00091
	41	0.00615
	42	0.00678
	43	0.00276
	44	0.00386
	45	0.00719
	46	0.00635
	47	0.00334
	48	0.00133
	49	0.00114
	50	0.00143
H8, Repl. 16, 16_FNE008_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01126
	2	0.00183
	3	-0.00209
	4	0.00262
	5	0.00598
	6	0.00113
	7	-0.0024
	8	-0.00101
	9	0.00141
	10	0.00305
	11	0.00287
	12	0.00078
	13	-0.00107
	14	-0.00134
	15	0.00131
	16	0.00427
	17	0.00293
	18	0.00032
	19	-0.00294
	20	-0.00351
	21	-0.00466
	22	-0.00574
	23	-0.00281
	24	-0.00383
	25	-0.00398
	26	0.00082
	27	0.00177
	28	0.00232
	29	-0.00067
	30	-0.00464
	31	-0.00018
	32	0.00036
	33	-0.00173
	34	0.00022
	35	0.00288
	36	0.00263
	37	-0.00209
	38	-0.00739
	39	-0.00634
	40	-0.00072
	41	0.00215
	42	0.00108
	43	-0.00102
	44	0.00213
	45	0.0053
	46	0.00482
	47	0.00145
	48	-0.00102
	49	0.00121
	50	0.00353
H9, Repl. 16, 16_FNE008_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0432
	2	0.0291
	3	0.02006
	4	0.01513
	5	0.01466
	6	0.01121
	7	0.00477
	8	0.00122
	9	0.00157
	10	0.00481
	11	0.00738
	12	0.00229
	13	-0.00559
	14	-0.00793
	15	-0.00436
	16	-0.00021
	17	-0.00122
	18	-0.00224
	19	-0.00179
	20	-0.00352
	21	-0.00544
	22	-0.00623
	23	-0.00181
	24	0.00225
	25	0.00201
	26	0.00353
	27	0.00263
	28	0.00014
	29	-0.00093
	30	0.00053
	31	0.00283
	32	0.00352
	33	0.00243
	34	0.00108
	35	0.00023
	36	0.00058
	37	0.0012
	38	-0.00303
	39	-0.00389
	40	-0.00104
	41	0.00156
	42	0.00212
	43	0.00049
	44	0.00176
	45	0.00134
	46	-0.00031
	47	0.00186
	48	0.0015
	49	-0.00207
	50	-0.004
A10, Repl. 17, 17_FNE009_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00458
	2	-0.00429
	3	-0.00357
	4	-0.00331
	5	-0.00323
	6	-0.00145
	7	-0.00231
	8	-0.00362
	9	-0.00096
	10	0.00134
	11	0.0038
	12	0.00394
	13	0.00401
	14	0.00632
	15	0.00626
	16	0.00247
	17	0.00189
	18	0.00619
	19	0.0064
	20	0.00431
	21	0.0053
	22	0.005
	23	0.00024
	24	-0.00575
	25	-0.00599
	26	-0.00564
	27	-0.00571
	28	-0.0051
	29	-0.00371
	30	-0.00064
	31	-0.00118
	32	-0.0013
	33	-0.00056
	34	-0.00162
	35	-0.00234
	36	-0.00193
	37	-0.0019
	38	-0.00318
	39	-0.00273
	40	0.00226
	41	0.00305
	42	0.00129
	43	0.00242
	44	0.00441
	45	0.00533
	46	0.00186
	47	-0.00398
	48	-0.0061
	49	-0.00089
	50	0.00491
A11, Repl. 17, 17_FNE009_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01513
	2	0.01603
	3	0.01673
	4	0.01608
	5	0.01012
	6	0.00439
	7	0.00027
	8	-0.00075
	9	0.00112
	10	0.00254
	11	0.00443
	12	0.0002
	13	-0.00545
	14	-0.00436
	15	-0.00196
	16	-0.00366
	17	-0.00542
	18	-0.00363
	19	-0.00298
	20	-0.00374
	21	-0.00301
	22	-0.00214
	23	-0.00411
	24	-0.00199
	25	0.00336
	26	0.00313
	27	0.00402
	28	0.00399
	29	0.00147
	30	0.00441
	31	0.00543
	32	0.00217
	33	0.00234
	34	0.00195
	35	0.00286
	36	0.00176
	37	-0.00009
	38	0.0029
	39	0.00274
	40	0.0035
	41	0.00384
	42	0.00095
	43	-0.00087
	44	0.00226
	45	0.0038
	46	-0.00201
	47	-0.00725
	48	-0.00623
	49	-0.00464
	50	-0.00555
A12, Repl. 17, 17_FNE009_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01624
	2	0.01197
	3	0.00733
	4	0.00555
	5	0.00306
	6	-0.00269
	7	-0.00571
	8	-0.00552
	9	-0.00152
	10	0.00122
	11	0.00205
	12	-0.00144
	13	-0.00652
	14	-0.00472
	15	0.00044
	16	-0.00081
	17	-0.00268
	18	-0.00107
	19	-0.00152
	20	-0.00125
	21	-0.00061
	22	0.00008
	23	0.00134
	24	0.00555
	25	0.00804
	26	0.0053
	27	0.00107
	28	0.00152
	29	0.00397
	30	0.00662
	31	0.00929
	32	0.00472
	33	0.00305
	34	0.00485
	35	0.00533
	36	0.00342
	37	-0.00036
	38	0.00014
	39	0.00029
	40	-0.00089
	41	-0.00034
	42	0.00036
	43	0.00027
	44	-0.00029
	45	0.00018
	46	-0.00356
	47	-0.00886
	48	-0.00808
	49	-0.00592
	50	-0.00473
B10, Repl. 18, 18_FNE010_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01674
	2	0.0143
	3	0.01343
	4	0.00872
	5	0.00421
	6	0.00434
	7	0.00349
	8	0.00013
	9	-0.00093
	10	0.00096
	11	-0.00008
	12	-0.00228
	13	-0.00235
	14	-0.00193
	15	0.00003
	16	-0.00047
	17	-0.0033
	18	-0.00304
	19	-0.00191
	20	-0.00299
	21	-0.00323
	22	-0.00219
	23	-0.00025
	24	0.0021
	25	0.00261
	26	0.00247
	27	0.00079
	28	-0.0003
	29	0.0003
	30	-0.00031
	31	0.00091
	32	-0.00128
	33	-0.00313
	34	0.00012
	35	0.00244
	36	0.00505
	37	0.0102
	38	0.02139
	39	0.04952
	40	0.09981
	41	0.17051
	42	0.26012
	43	0.36164
	44	0.46973
	45	0.57963
	46	0.67829
	47	0.76684
	48	0.85015
	49	0.9258
	50	1.00175
B11, Repl. 18, 18_FNE010_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	-0.00532
	2	-0.00917
	3	-0.01248
	4	-0.00866
	5	-0.00169
	6	-0.00056
	7	-0.00411
	8	-0.00482
	9	-0.00297
	10	0.00059
	11	0.00107
	12	-0.00078
	13	-0.00165
	14	-0.00054
	15	0.00407
	16	0.00609
	17	0.00376
	18	0.00118
	19	0.00051
	20	0.00139
	21	0.00367
	22	0.00665
	23	0.00534
	24	0.00322
	25	0.00206
	26	0.00026
	27	-0.00036
	28	-0.00224
	29	-0.00489
	30	-0.00225
	31	0.00126
	32	-0.00132
	33	-0.00438
	34	-0.0033
	35	-0.00035
	36	0.00005
	37	-0.00244
	38	-0.00457
	39	-0.00506
	40	-0.00484
	41	-0.00217
	42	0.0007
	43	0.00169
	44	0.00271
	45	0.00313
	46	0.00011
	47	-0.00241
	48	0.00024
	49	0.00302
	50	0.00493
B12, Repl. 18, 18_FNE010_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00301
	2	0.00178
	3	0.00022
	4	0.00116
	5	0.00268
	6	0.00437
	7	0.00278
	8	-0.00001
	9	-0.00005
	10	0.00376
	11	0.00136
	12	-0.00349
	13	-0.00353
	14	-0.00391
	15	-0.00206
	16	0.00102
	17	0.00038
	18	-0.00158
	19	-0.00246
	20	-0.00135
	21	0.00136
	22	-0.00068
	23	-0.00453
	24	-0.00287
	25	0.00051
	26	0.00127
	27	0.00019
	28	-0.00253
	29	-0.00341
	30	-0.00021
	31	0.00331
	32	0.00201
	33	0.00159
	34	0.00608
	35	0.01178
	36	0.02237
	37	0.03959
	38	0.06779
	39	0.11398
	40	0.18319
	41	0.26974
	42	0.36496
	43	0.46636
	44	0.57192
	45	0.68106
	46	0.78323
	47	0.88025
	48	0.97552
	49	1.06074
	50	1.14412
C10, Repl. 19, 19_FNE011_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00544
	2	0.00232
	3	-0.00112
	4	-0.0021
	5	0.00034
	6	0.00238
	7	0.00176
	8	0.00049
	9	0.00064
	10	0.00001
	11	-0.00085
	12	0.00331
	13	0.00425
	14	0.00539
	15	0.00539
	16	0.00049
	17	0.00101
	18	0.00202
	19	0.00202
	20	0.00131
	21	-0.00001
	22	0.00004
	23	-0.00434
	24	-0.01017
	25	-0.01045
	26	-0.00584
	27	-0.00349
	28	-0.0048
	29	-0.002
	30	0.00027
	31	-0.00154
	32	-0.00306
	33	-0.0017
	34	0.00081
	35	-0.00002
	36	-0.00031
	37	-0.0008
	38	0.0002
	39	0.00427
	40	0.00555
	41	0.0031
	42	0.00265
	43	0.00234
	44	0.0019
	45	0.0004
	46	-0.00151
	47	0.00009
	48	-0.00014
	49	0.00025
	50	0.00159
C11, Repl. 19, 19_FNE011_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0249
	2	0.02117
	3	0.01773
	4	0.01456
	5	0.00777
	6	0.00629
	7	0.00644
	8	0.00287
	9	0.00098
	10	-0.00001
	11	-0.00205
	12	-0.00307
	13	-0.00532
	14	-0.0055
	15	-0.00109
	16	0.00069
	17	-0.00118
	18	-0.00358
	19	-0.00327
	20	-0.00746
	21	-0.00886
	22	-0.00539
	23	-0.00909
	24	-0.01005
	25	-0.00401
	26	0.00201
	27	0.00428
	28	0.0052
	29	0.00488
	30	0.00444
	31	0.00371
	32	0.0025
	33	0.00403
	34	0.00523
	35	0.00461
	36	0.00553
	37	0.00436
	38	0.00409
	39	0.0063
	40	0.00602
	41	0.00153
	42	-0.00232
	43	-0.0034
	44	-0.00299
	45	-0.00035
	46	-0.0002
	47	-0.00217
	48	-0.0034
	49	-0.00385
	50	-0.00517
C12, Repl. 19, 19_FNE011_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0147
	2	0.01071
	3	0.00626
	4	0.00303
	5	-0.00118
	6	-0.00406
	7	-0.00195
	8	-0.00057
	9	-0.00025
	10	0.00022
	11	-0.00225
	12	-0.00231
	13	-0.00228
	14	-0.00241
	15	-0.00117
	16	-0.00102
	17	-0.00064
	18	-0.00172
	19	0.00053
	20	0.00221
	21	-0.0006
	22	-0.00294
	23	-0.00351
	24	0.00115
	25	0.00604
	26	0.00702
	27	0.00367
	28	0.00048
	29	0.00055
	30	0.00108
	31	0.00159
	32	0.00305
	33	0.00426
	34	0.00463
	35	0.0057
	36	0.00748
	37	0.00526
	38	0.00287
	39	0.00353
	40	0.00183
	41	-0.00108
	42	-0.00237
	43	-0.0022
	44	-0.00163
	45	-0.00089
	46	-0.00341
	47	-0.00591
	48	-0.00624
	49	-0.00568
	50	-0.00488
D10, Repl. 20, 20_FNE012_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01082
	2	0.00301
	3	-0.00071
	4	0.00054
	5	0.00065
	6	0.00075
	7	0.00404
	8	0.00489
	9	0.00021
	10	-0.00222
	11	-0.00026
	12	-0.00069
	13	-0.00231
	14	-0.0009
	15	-0.00025
	16	-0.00372
	17	-0.00533
	18	-0.00494
	19	-0.00411
	20	-0.00275
	21	-0.00143
	22	-0.00142
	23	-0.0007
	24	0.00359
	25	0.00664
	26	0.00709
	27	0.00546
	28	0.00208
	29	-0.00082
	30	-0.00091
	31	0.00037
	32	0.00388
	33	0.00534
	34	0.00006
	35	0.00028
	36	0.00418
	37	-0.00077
	38	-0.00458
	39	-0.00209
	40	-0.00251
	41	-0.00324
	42	-0.00108
	43	-0.00053
	44	-0.00164
	45	0.0001
	46	0.00155
	47	-0.0009
	48	-0.00121
	49	0.00066
	50	0.00088
D11, Repl. 20, 20_FNE012_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00157
	2	-0.00119
	3	-0.00219
	4	0.00059
	5	-0.00029
	6	-0.00225
	7	0.0008
	8	0.0016
	9	-0.00028
	10	-0.00119
	11	-0.00014
	12	0.00069
	13	0.00086
	14	0.00267
	15	0.00311
	16	0.00068
	17	-0.00128
	18	-0.00195
	19	-0.001
	20	0.00284
	21	0.00341
	22	0.00142
	23	0.00036
	24	0.00117
	25	0.00072
	26	-0.00196
	27	-0.0029
	28	-0.00346
	29	-0.00304
	30	-0.00224
	31	-0.00009
	32	0.00157
	33	0.0005
	34	0.00249
	35	0.01104
	36	0.02283
	37	0.03988
	38	0.07166
	39	0.12192
	40	0.19476
	41	0.28667
	42	0.38683
	43	0.48709
	44	0.58652
	45	0.69379
	46	0.79256
	47	0.87431
	48	0.94624
	49	1.01098
	50	1.07645
D12, Repl. 20, 20_FNE012_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00968
	2	0.00253
	3	-0.00249
	4	-0.00132
	5	-0.00062
	6	0.00251
	7	0.00477
	8	0.00398
	9	0.00343
	10	0.0013
	11	0.00236
	12	0.00251
	13	-0.00146
	14	-0.00211
	15	0.00224
	16	0.00337
	17	0.00036
	18	-0.00312
	19	-0.00208
	20	0.00212
	21	0.0027
	22	0.00137
	23	-0.00088
	24	-0.00293
	25	-0.0048
	26	-0.00438
	27	-0.00409
	28	-0.00689
	29	-0.00654
	30	-0.00458
	31	-0.00312
	32	-0.00134
	33	-0.00159
	34	-0.00218
	35	-0.0014
	36	0.00094
	37	0.00126
	38	-0.00193
	39	-0.00224
	40	0.00112
	41	0.00287
	42	0.00267
	43	0.00173
	44	0.00121
	45	0.00571
	46	0.00591
	47	0.0025
	48	0.00153
	49	0.00027
	50	-0.00058
E10, Repl. 21, 21_FNE013_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01483
	2	0.00599
	3	0.0055
	4	0.00368
	5	-0.00108
	6	-0.00161
	7	0.00079
	8	0.00352
	9	0.00593
	10	0.00466
	11	0.00332
	12	0.00359
	13	0.00239
	14	0.00319
	15	0.00347
	16	-0.00016
	17	0.00034
	18	0.00303
	19	0.00024
	20	-0.00305
	21	-0.00257
	22	-0.00284
	23	-0.0046
	24	-0.00515
	25	-0.00405
	26	-0.00488
	27	-0.00826
	28	-0.00618
	29	-0.00312
	30	-0.0033
	31	-0.00207
	32	-0.00212
	33	-0.00118
	34	0.00022
	35	-0.00011
	36	0.00012
	37	0.00047
	38	0.00123
	39	0.00114
	40	0.00045
	41	-0.00029
	42	0.00009
	43	0.00135
	44	-0.00021
	45	0.00075
	46	0.0029
	47	0.0034
	48	0.00396
	49	0.00329
	50	0.003
E11, Repl. 21, 21_FNE013_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.03533
	2	0.02733
	3	0.02202
	4	0.01741
	5	0.01051
	6	0.00681
	7	0.00677
	8	0.0064
	9	0.0066
	10	0.00529
	11	0.00305
	12	-0.00387
	13	-0.00631
	14	-0.00389
	15	-0.00694
	16	-0.00806
	17	-0.00496
	18	-0.00319
	19	-0.00561
	20	-0.00651
	21	-0.00609
	22	-0.00853
	23	-0.00749
	24	-0.00452
	25	-0.0025
	26	-0.00058
	27	-0.00143
	28	-0.0004
	29	0.00417
	30	0.00657
	31	0.00266
	32	-0.00049
	33	0.00025
	34	0.00362
	35	0.00756
	36	0.01108
	37	0.01989
	38	0.04113
	39	0.07785
	40	0.13459
	41	0.21142
	42	0.29951
	43	0.3926
	44	0.48084
	45	0.57324
	46	0.66057
	47	0.73289
	48	0.79992
	49	0.85902
	50	0.91734
E12, Repl. 21, 21_FNE013_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.0207
	2	0.01318
	3	0.00619
	4	0.00172
	5	-0.0008
	6	-0.00195
	7	-0.0016
	8	0.00078
	9	0.0033
	10	0.00248
	11	0.00092
	12	-0.00224
	13	-0.00336
	14	-0.00154
	15	-0.00145
	16	-0.00245
	17	-0.00538
	18	-0.00518
	19	-0.00225
	20	0.00079
	21	-0.00023
	22	-0.00298
	23	0.00147
	24	0.00539
	25	0.00381
	26	0.00366
	27	0.00463
	28	0.00261
	29	0.00148
	30	0.00189
	31	-0.00109
	32	-0.00241
	33	0.0001
	34	0.00538
	35	0.00886
	36	0.00496
	37	0.00141
	38	0.0007
	39	-0.00092
	40	-0.00271
	41	-0.00481
	42	-0.0052
	43	-0.00262
	44	-0.0038
	45	-0.0016
	46	0.00148
	47	0.00087
	48	0.00049
	49	-0.00106
	50	-0.00159
F10, Repl. 22, 22_FNE014_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.01614
	2	0.01127
	3	0.00662
	4	0.00379
	5	0.0014
	6	0.00029
	7	-0.00291
	8	-0.00475
	9	-0.00105
	10	0.00165
	11	0.00203
	12	0.00354
	13	0.00346
	14	0.00055
	15	-0.00071
	16	-0.00084
	17	-0.00364
	18	-0.00294
	19	0.00107
	20	0.00192
	21	0.00028
	22	-0.00119
	23	0.00104
	24	0.00339
	25	0.00222
	26	0.00189
	27	0.00248
	28	0.00035
	29	0.00086
	30	0.00076
	31	-0.00339
	32	-0.00305
	33	-0.00273
	34	-0.00267
	35	0.00239
	36	0.00834
	37	0.01721
	38	0.03714
	39	0.06999
	40	0.11865
	41	0.18871
	42	0.27432
	43	0.36533
	44	0.45955
	45	0.55966
	46	0.65909
	47	0.74948
	48	0.83526
	49	0.91722
	50	0.99814
F11, Repl. 22, 22_FNE014_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00393
	2	-0.00005
	3	-0.00322
	4	-0.0035
	5	-0.0028
	6	-0.00097
	7	-0.00016
	8	-0.0044
	9	-0.00307
	10	0.0014
	11	0.00211
	12	0.00258
	13	0.00227
	14	0.00124
	15	0.00245
	16	0.00417
	17	0.00199
	18	0.00081
	19	0.00263
	20	0.00444
	21	0.00234
	22	0.0006
	23	0.00195
	24	0.00169
	25	0.00191
	26	-0.0008
	27	-0.00214
	28	-0.0015
	29	-0.0017
	30	0.00107
	31	-0.00093
	32	-0.00363
	33	-0.00319
	34	-0.00293
	35	-0.00334
	36	-0.00187
	37	-0.00004
	38	-0.00039
	39	0.00146
	40	0.0025
	41	0.00125
	42	-0.00127
	43	-0.00143
	44	0.00264
	45	0.00225
	46	0.00093
	47	-0.00018
	48	-0.00416
	49	-0.00198
	50	0.00292
F12, Repl. 22, 22_FNE014_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00934
	2	0.00831
	3	0.00787
	4	0.00456
	5	0.00206
	6	0.00047
	7	-0.00042
	8	-0.00174
	9	-0.00096
	10	0.00324
	11	0.00817
	12	0.008
	13	0.00194
	14	-0.00154
	15	0.00173
	16	0.00177
	17	-0.00132
	18	0.00026
	19	-0.00062
	20	-0.00323
	21	-0.00416
	22	-0.00209
	23	-0.00006
	24	-0.00164
	25	-0.00214
	26	-0.00249
	27	-0.00133
	28	0.00063
	29	-0.00075
	30	-0.00158
	31	-0.00348
	32	-0.00516
	33	-0.00349
	34	-0.0029
	35	-0.00201
	36	-0.00092
	37	-0.00256
	38	-0.00192
	39	0.00193
	40	0.00295
	41	0.00443
	42	0.00314
	43	0.00076
	44	0.00214
	45	-0.00079
	46	0.0003
	47	0.00307
	48	-0.00171
	49	0.00002
	50	0.00606
G10, Repl. 23, 23_FNE015_3uL_  Qty , FAM	Cycles	Fluorescence (dRn)
	1	0.00961
