"X";"Well";"WellType";"Replicate";"ThresholddRn";"CtdRn";"Quantitycopies";"RSqdRn";"SlopedRn";"qPCRno";"ProjectNm";"AssIDNo";"spcabbr";"pltno";"qpcrmach";"qpcrrundate";"replno";"smplno";"templvol";"Fixated";"bufferadded";"inctmp";"inctime";"Typesmpl";"templ.vol2";"smplno2";"col.06"
"168";72;"D12";"Unknown";20;0.2167;24.93;55030;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";20;"FNE020";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/100";3;"FNE020";"#00FFDC"
"169";73;"E7";"Unknown";21;0.2167;24.9;56180;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";21;"FNE021";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/100";3;"FNE021";"#00FFFF"
"170";74;"E8";"Unknown";21;0.2167;24.85;58010;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";21;"FNE021";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/100";3;"FNE021";"#00FFFF"
"171";75;"E9";"Unknown";21;0.2167;25;52750;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";21;"FNE021";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/100";3;"FNE021";"#00FFFF"
"172";76;"E10";"Unknown";21;0.2167;24.97;53700;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";21;"FNE021";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/100";3;"FNE021";"#00FFFF"
"173";77;"E11";"Unknown";21;0.2167;24.87;57280;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";21;"FNE021";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/100";3;"FNE021";"#00FFFF"
"174";78;"E12";"Unknown";21;0.2167;24.73;62740;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";21;"FNE021";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/100";3;"FNE021";"#00FFFF"
"175";79;"F7";"Unknown";22;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";22;"FNE022";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE022";"#00DCFF"
"176";80;"F8";"Unknown";22;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";22;"FNE022";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE022";"#00DCFF"
"177";81;"F9";"Unknown";22;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";22;"FNE022";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE022";"#00DCFF"
"178";82;"F10";"Unknown";22;0.2167;42.3;0.7904;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";22;"FNE022";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE022";"#00DCFF"
"179";83;"F11";"Unknown";22;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";22;"FNE022";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE022";"#00DCFF"
"180";84;"F12";"Unknown";22;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";22;"FNE022";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE022";"#00DCFF"
"181";85;"G7";"Unknown";23;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";23;"FNE023";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE023";"#00B9FF"
"182";86;"G8";"Unknown";23;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";23;"FNE023";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE023";"#00B9FF"
"183";87;"G9";"Unknown";23;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";23;"FNE023";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE023";"#00B9FF"
"184";88;"G10";"Unknown";23;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";23;"FNE023";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE023";"#00B9FF"
"185";89;"G11";"Unknown";23;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";23;"FNE023";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE023";"#00B9FF"
"186";90;"G12";"Unknown";23;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";23;"FNE023";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE023";"#00B9FF"
"187";91;"H7";"Unknown";24;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";24;"FNE024";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE024";"#0097FF"
"188";92;"H8";"Unknown";24;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";24;"FNE024";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE024";"#0097FF"
"189";93;"H9";"Unknown";24;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";24;"FNE024";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE024";"#0097FF"
"190";94;"H10";"Unknown";24;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";24;"FNE024";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE024";"#0097FF"
"191";95;"H11";"Unknown";24;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";24;"FNE024";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE024";"#0097FF"
"192";96;"H12";"Unknown";24;0.2167;NA;NA;0.996;-3.585;"qPCR0897";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate02";"mxpro";"qpcrrundate20210920 - Text Report Data";24;"FNE024";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE024";"#0097FF"
"193";1;"A1";"Standard";1;0.1317;24.61;30000;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";1;"3E4";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"194";2;"A2";"Standard";1;0.1317;24.71;30000;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";1;"3E4";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"195";3;"A3";"Standard";1;0.1317;24.68;30000;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";1;"3E4";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"196";4;"B1";"Standard";2;0.1317;28.41;3000;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";2;"3E3";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"197";5;"B2";"Standard";2;0.1317;28.18;3000;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";2;"3E3";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"198";6;"B3";"Standard";2;0.1317;28.24;3000;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";2;"3E3";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"199";7;"C1";"Standard";3;0.1317;31.74;300;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";3;"3E2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"200";8;"C2";"Standard";3;0.1317;31.98;300;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";3;"3E2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"201";9;"C3";"Standard";3;0.1317;31.65;300;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";3;"3E2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"202";10;"D1";"Standard";4;0.1317;35.45;30;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";4;"3E1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"203";11;"D2";"Standard";4;0.1317;36.19;30;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";4;"3E1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"204";12;"D3";"Standard";4;0.1317;35.27;30;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";4;"3E1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"205";13;"E1";"Standard";5;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";5;"3E0";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"206";14;"E2";"Standard";5;0.1317;38.6;3;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";5;"3E0";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"207";15;"E3";"Standard";5;0.1317;39.35;3;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";5;"3E0";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"208";16;"F1";"Standard";6;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";6;"3E-1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"209";17;"F2";"Standard";6;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";6;"3E-1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"210";18;"F3";"Standard";6;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";6;"3E-1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"211";19;"G1";"Standard";7;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";7;"3E-2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"212";20;"G2";"Standard";7;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";7;"3E-2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"213";21;"G3";"Standard";7;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";7;"3E-2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#FF0000"
"214";22;"H1";"NTC";8;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";8;"NTC";"3uL";NA;NA;NA;NA;NA;3;"NTC";"#FF2300"
"215";23;"H2";"NTC";8;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";8;"NTC";"3uL";NA;NA;NA;NA;NA;3;"NTC";"#FF2300"
"216";24;"H3";"NTC";8;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";8;"NTC";"3uL";NA;NA;NA;NA;NA;3;"NTC";"#FF2300"
"217";25;"A4";"Unknown";9;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";9;"FNE025";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE025";"#0074FF"
"218";26;"A5";"Unknown";9;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";9;"FNE025";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE025";"#0074FF"
"219";27;"A6";"Unknown";9;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";9;"FNE025";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE025";"#0074FF"
"220";28;"A7";"Unknown";9;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";17;"FNE025";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE025";"#0074FF"
"221";29;"A8";"Unknown";9;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";17;"FNE025";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE025";"#0074FF"
"222";30;"A9";"Unknown";9;0.1317;39.19;2.8;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";17;"FNE025";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE025";"#0074FF"
"223";31;"B4";"Unknown";10;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";10;"FNE026";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE026";"#0051FF"
"224";32;"B5";"Unknown";10;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";10;"FNE026";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE026";"#0051FF"
"225";33;"B6";"Unknown";10;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";10;"FNE026";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE026";"#0051FF"
"226";34;"B7";"Unknown";10;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";18;"FNE026";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE026";"#0051FF"
"227";35;"B8";"Unknown";10;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";18;"FNE026";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE026";"#0051FF"
"228";36;"B9";"Unknown";10;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";18;"FNE026";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE026";"#0051FF"
"229";37;"C4";"Unknown";11;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";11;"FNE027";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE027";"#002EFF"
"230";38;"C5";"Unknown";11;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";11;"FNE027";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE027";"#002EFF"
"231";39;"C6";"Unknown";11;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";11;"FNE027";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE027";"#002EFF"
"232";40;"C7";"Unknown";11;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";19;"FNE027";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE027";"#002EFF"
"233";41;"C8";"Unknown";11;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";19;"FNE027";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE027";"#002EFF"
"234";42;"C9";"Unknown";11;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";19;"FNE027";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/100";3;"FNE027";"#002EFF"
"235";43;"D4";"Unknown";12;0.1317;27;6771;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";12;"FNE030";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE030";"#000CFF"
"236";44;"D5";"Unknown";12;0.1317;27.61;4577;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";12;"FNE030";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE030";"#000CFF"
"237";45;"D6";"Unknown";12;0.1317;27.45;5058;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";12;"FNE030";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE030";"#000CFF"
"238";46;"D7";"Unknown";12;0.1317;27.4;5221;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";20;"FNE030";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE030";"#000CFF"
"239";47;"D8";"Unknown";12;0.1317;27.43;5125;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";20;"FNE030";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE030";"#000CFF"
"240";48;"D9";"Unknown";12;0.1317;27.33;5472;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";20;"FNE030";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE030";"#000CFF"
"241";49;"E4";"Unknown";13;0.1317;27.06;6511;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";13;"FNE031";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE031";"#1700FF"
"242";50;"E5";"Unknown";13;0.1317;27.28;5649;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";13;"FNE031";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE031";"#1700FF"
"243";51;"E6";"Unknown";13;0.1317;27.2;5953;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";13;"FNE031";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE031";"#1700FF"
"244";52;"E7";"Unknown";13;0.1317;27.39;5276;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";21;"FNE031";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE031";"#1700FF"
"245";53;"E8";"Unknown";13;0.1317;27.27;5687;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";21;"FNE031";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE031";"#1700FF"
"246";54;"E9";"Unknown";13;0.1317;27.26;5715;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";21;"FNE031";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE031";"#1700FF"
"247";55;"F4";"Unknown";14;0.1317;26.43;9722;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";14;"FNE032";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE032";"#3A00FF"
"248";56;"F5";"Unknown";14;0.1317;26.64;8531;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";14;"FNE032";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE032";"#3A00FF"
"249";57;"F6";"Unknown";14;0.1317;26.82;7578;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";14;"FNE032";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE032";"#3A00FF"
"250";58;"F7";"Unknown";14;0.1317;26.73;8015;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";22;"FNE032";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE032";"#3A00FF"
"251";59;"F8";"Unknown";14;0.1317;26.65;8458;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";22;"FNE032";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE032";"#3A00FF"
"252";60;"F9";"Unknown";14;0.1317;26.58;8862;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";22;"FNE032";"3uL";"ATL";"add ATL as usual w heat incub";"56C";"4_hours";"1/1000";3;"FNE032";"#3A00FF"
